"Balanced KEGG Reactions",,,,,,
"ID","NAME","FORMULA (ID)","FORMULA (NAME)",,"INCLUDED IN ANAEROBIC GLOBAL METABOLISM?","Standard Molar Free Energy kJ/mol (pH 7, ionic strength 0.1 M)"
"R02973","(R)-pantetheine amidohydrolase"," C00864 +  C01678 <=>  C00001 +  C00831"," Pantothenate +  Cysteamine <=>  H2O +  Pantetheine",,VERDADEIRO,"-5,4"
"R02974","Sepiapterin aminohydrolase"," C00014 +  C02333 <=>  C00001 +  C00835"," Ammonia +  Xanthopterin-B2 <=>  H2O +  Sepiapterin",,VERDADEIRO,"-25,9"
"R02975","7,8-Dihydrobiopterin:NADP+ oxidoreductase"," C00005 +  C00080 +  C00835 <=>  C00006 +  C02953"," NADPH +  H+ +  Sepiapterin <=>  NADP+ +  7,8-Dihydrobiopterin",,VERDADEIRO,"10,8"
"R02976","ATP:sphinganine 1-phosphotransferase"," C00008 +  C01120 <=>  C00002 +  C00836"," ADP +  Sphinganine 1-phosphate <=>  ATP +  Sphinganine",,VERDADEIRO,"-12,8"
"R02978","Sphinganine:NADP+ 3-oxidoreductase"," C00005 +  C00080 +  C02934 <=>  C00006 +  C00836"," NADPH +  H+ +  3-Dehydrosphinganine <=>  NADP+ +  Sphinganine",,VERDADEIRO,"15,5"
"R02979","None"," C00319 +  C01352 <=>  C00016 +  C00836"," Sphingosine +  FADH2 <=>  FAD +  Sphinganine",,VERDADEIRO,"23,1"
"R02982","S-Adenosyl-L-methionine:xanthotoxol O-methyltransferase"," C00021 +  C01864 <=>  C00019 +  C00841"," S-Adenosyl-L-homocysteine +  Xanthotoxin <=>  S-Adenosyl-L-methionine +  Xanthotoxol",,VERDADEIRO,"NaN"
"R02983","dTDP-D-glucose dehydrogenase, plant","2 C00005 + 2 C00080 +  C06017 <=>  C00001 + 2 C00006 +  C00842","2 NADPH + 2 H+ +  dTDP-D-glucuronate <=>  H2O + 2 NADP+ +  dTDP-glucose",,VERDADEIRO,"-30,5"
"R02984","dTDPglucose 4-epimerase"," C02097 <=>  C00842"," dTDP-galactose <=>  dTDP-glucose",,VERDADEIRO,0
"R02985","amygdalin beta-glucosidase"," C00001 +  C08325 <=>  C00031 +  C00844"," H2O +  Amygdalin <=>  D-Glucose +  Prunasin",,VERDADEIRO,"6,2"
"R02986","2-furoate:CoA ligase (AMP-forming)"," C00013 +  C00020 +  C00845 <=>  C00002 +  C00010 +  C01546"," Diphosphate +  AMP +  2-Furoyl-CoA <=>  ATP +  CoA +  2-Furoate",,VERDADEIRO,"-10,4"
"R02988","3-oxoadipate:NAD+ oxidoreductase"," C00004 +  C00080 +  C02222 <=>  C00003 +  C00846"," NADH +  H+ +  2-Maleylacetate <=>  NAD+ +  3-Oxoadipate",,VERDADEIRO,"60,4"
"R02989","3-oxoadipate:NADP+ oxidoreductase"," C00005 +  C00080 +  C02222 <=>  C00006 +  C00846"," NADPH +  H+ +  2-Maleylacetate <=>  NADP+ +  3-Oxoadipate",,VERDADEIRO,"58,7"
"R02990","Succinyl-CoA:3-oxoadipate CoA-transferase"," C00042 +  C02232 <=>  C00091 +  C00846"," Succinate +  3-Oxoadipyl-CoA <=>  Succinyl-CoA +  3-Oxoadipate",,VERDADEIRO,"NaN"
"R02991","4-carboxymethylbut-3-en-4-olide enol-lactonohydrolase"," C00846 <=>  C00001 +  C03586"," 3-Oxoadipate <=>  H2O +  2-Oxo-2,3-dihydrofuran-5-acetate",,VERDADEIRO,"-54,9"
"R02992","4-pyridoxolactone lactonohydrolase"," C00847 <=>  C00001 +  C00971"," 4-Pyridoxate <=>  H2O +  4-Pyridoxolactone",,VERDADEIRO,"-164,9"
"R02993","None"," C00004 +  C00080 +  C06050 <=>  C00003 +  C00847"," NADH +  H+ +  2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate <=>  NAD+ +  4-Pyridoxate",,VERDADEIRO,"20,4"
"R02994","6-endo-hydroxycineole:NAD+ 6-oxidoreductase"," C00004 +  C00080 +  C00848 <=>  C00003 +  C03092"," NADH +  H+ +  6-Oxocineole <=>  NAD+ +  6-endo-Hydroxycineole",,VERDADEIRO,"14,5"
"R02995","6-Oxocineole,NADPH:oxygen oxidoreductase"," C00005 +  C00007 +  C00080 +  C00848 =>  C00001 +  C00006 +  C04718"," NADPH +  Oxygen +  H+ +  6-Oxocineole =>  H2O +  NADP+ +  1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one",,FALSO,"-416,1"
"R02997","Chlorogenate hydroloase"," C00296 +  C01197 <=>  C00001 +  C00852"," Quinate +  Caffeate <=>  H2O +  Chlorogenate",,VERDADEIRO,"-16,1"
"R02998","chlorogenate:D-glucarate 2-O-caffeoyltransferase"," C00296 +  C03062 <=>  C00818 +  C00852"," Quinate +  2-O-Caffeoylglucarate <=>  D-Glucarate +  Chlorogenate",,VERDADEIRO,"-0,7"
"R02999","NADPH:cyanocob(III)alamin oxidoreductase (cyanide-eliminating)"," C00005 +  C02823 <=>  C00006 +  C00177 +  C00853"," NADPH +  Cyanocobalamin <=>  NADP+ +  Cyanide ion +  Cob(I)alamin",,VERDADEIRO,"NaN"
"R03001","D-Methionine:pyruvate aminotransferase"," C00041 +  C01180 <=>  C00022 +  C00855"," L-Alanine +  4-Methylthio-2-oxobutanoic acid <=>  Pyruvate +  D-Methionine",,VERDADEIRO,0
"R03004","Deamino-NAD+ nucleotidohydrolase"," C00020 +  C01185 <=>  C00001 +  C00857"," AMP +  Nicotinate D-ribonucleotide <=>  H2O +  Deamino-NAD+",,VERDADEIRO,"-37,9"
"R03005","ATP:nicotinamide-nucleotide adenylyltransferase"," C00013 +  C00857 <=>  C00002 +  C01185"," Diphosphate +  Deamino-NAD+ <=>  ATP +  Nicotinate D-ribonucleotide",,VERDADEIRO,"0,5"
"R03006","formononetin,NADPH:oxygen oxidoreductase (3'-hydroxylating)"," C00005 +  C00007 +  C00080 +  C00858 =>  C00001 +  C00006 +  C01562"," NADPH +  Oxygen +  H+ +  Formononetin =>  H2O +  NADP+ +  Calycosin",,FALSO,"-393,5"
"R03008","(Gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)"," C00007 +  C00026 +  C00859 =>  C00011 +  C00042 +  C03579"," Oxygen +  2-Oxoglutarate +  Gibberellin A1 =>  CO2 +  Succinate +  Gibberellin A8",,FALSO,"-457,4"
"R03009","(Gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating)"," C00007 +  C00026 +  C02035 =>  C00011 +  C00042 +  C00859"," Oxygen +  2-Oxoglutarate +  Gibberellin A20 =>  CO2 +  Succinate +  Gibberellin A1",,FALSO,"-457,4"
"R03012","L-Histidinol:NAD+ oxidoreductase"," C00004 +  C00080 +  C01929 <=>  C00003 +  C00860"," NADH +  H+ +  L-Histidinal <=>  NAD+ +  L-Histidinol",,VERDADEIRO,"20,4"
"R03013","L-histidinol-phosphate phosphohydrolase"," C00009 +  C00860 <=>  C00001 +  C01100"," Orthophosphate +  L-Histidinol <=>  H2O +  L-Histidinol phosphate",,VERDADEIRO,"-16,2"
"R03014","ATP:L-rhamnulose 1-phosphotransferase"," C00008 +  C01131 <=>  C00002 +  C00861"," ADP +  L-Rhamnulose 1-phosphate <=>  ATP +  L-Rhamnulose",,VERDADEIRO,"-14,9"
"R03018","ATP:pantothenate 4'-phosphotransferase"," C00008 +  C03492 <=>  C00002 +  C00864"," ADP +  D-4'-Phosphopantothenate <=>  ATP +  Pantothenate",,VERDADEIRO,"-17,6"
"R03021","(R)-2-Hydroxystearate:NAD+ oxidoreductase"," C00004 +  C00080 +  C00869 <=>  C00003 +  C03042"," NADH +  H+ +  2-Oxooctadecanoic acid <=>  NAD+ +  (R)-2-Hydroxystearate",,VERDADEIRO,"17,8"
"R03022","(S)-2-Hydroxystearate:NAD+ oxidoreductase"," C00004 +  C00080 +  C00869 <=>  C00003 +  C03045"," NADH +  H+ +  2-Oxooctadecanoic acid <=>  NAD+ +  (S)-2-Hydroxystearate",,VERDADEIRO,"17,8"
"R03023","4-nitrophenol,NADH:oxygen oxidoreductase (2-hydroxylating)"," C00004 +  C00007 +  C00080 +  C00870 =>  C00001 +  C00003 +  C02235"," NADH +  Oxygen +  H+ +  4-Nitrophenol =>  H2O +  NAD+ +  4-Nitrocatechol",,FALSO,"-394,7"
"R03024","4-Nitrophenyl phosphate phosphohydrolase"," C00009 +  C00870 <=>  C00001 +  C03360"," Orthophosphate +  4-Nitrophenol <=>  H2O +  4-Nitrophenyl phosphate",,VERDADEIRO,"NaN"
"R03025","Hydrogen:Coenzyme F420 oxidoreductase"," C01080 <=>  C00282 +  C00876"," Reduced coenzyme F420 <=>  Hydrogen +  Coenzyme F420",,VERDADEIRO,"-98,6"
"R03026","(S)-3-hydroxybutanoyl-CoA hydro-lyase"," C00001 +  C00877 <=>  C01144"," H2O +  Crotonoyl-CoA <=>  (S)-3-Hydroxybutanoyl-CoA",,VERDADEIRO,"3,9"
"R03027","(3R)-3-hydroxybutanoyl-CoA hydro-lyase"," C00001 +  C00877 <=>  C03561"," H2O +  Crotonoyl-CoA <=>  (R)-3-Hydroxybutanoyl-CoA",,VERDADEIRO,"3,9"
"R03028","glutaconyl-1-CoA carboxy-lyase;"," C00011 +  C00877 <=>  C02411"," CO2 +  Crotonoyl-CoA <=>  Glutaconyl-1-CoA",,VERDADEIRO,"-14,1"
"R03030","L-3-aminobutyryl-CoA ammonia-lyase"," C00014 +  C00877 <=>  C05231"," Ammonia +  Crotonoyl-CoA <=>  L-3-Aminobutyryl-CoA",,VERDADEIRO,"8,6"
"R03031","vinylacetyl-CoA Delta3-Delta2-isomerase"," C00877 <=>  C02331"," Crotonoyl-CoA <=>  Vinylacetyl-CoA",,VERDADEIRO,-6
"R03032","D-Arabinonate hydro-lyase"," C00001 +  C03826 <=>  C00878"," H2O +  2-Dehydro-3-deoxy-D-xylonate <=>  D-Arabinonate",,VERDADEIRO,"-38,7"
"R03033","D-galactonate hydro-lyase"," C00001 +  C01216 <=>  C00880"," H2O +  2-Dehydro-3-deoxy-D-galactonate <=>  D-Galactonate",,VERDADEIRO,"-38,7"
"R03034","D-Galactono-1,4-lactone hydroxyacylhydrolase"," C00880 <=>  C00001 +  C03383"," D-Galactonate <=>  H2O +  D-Galactono-1,4-lactone",,VERDADEIRO,"-29,1"
"R03035","ATP:pantetheine-4'-phosphate adenylyltransferase"," C00013 +  C00882 <=>  C00002 +  C01134"," Diphosphate +  Dephospho-CoA <=>  ATP +  Pantetheine 4'-phosphate",,VERDADEIRO,"0,9"
"R03036","Dephospho-CoA nucleotidohydrolase"," C00020 +  C01134 <=>  C00001 +  C00882"," AMP +  Pantetheine 4'-phosphate <=>  H2O +  Dephospho-CoA",,VERDADEIRO,"-38,3"
"R03037","Isochorismate pyruvate-hydrolase"," C00022 +  C04171 <=>  C00001 +  C00885"," Pyruvate +  (2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate <=>  H2O +  Isochorismate",,VERDADEIRO,"-53,6"
"R03040","3-Propylmalate glyoxylate-lyase (CoA-pentanoylating)"," C00001 +  C00048 +  C00888 <=>  C00010 +  C02123"," H2O +  Glyoxylate +  Pentanoyl-CoA <=>  CoA +  3-Propylmalate",,VERDADEIRO,"37,9"
"R03043","21-Hydroxysteroid:NAD+ 21-oxidoreductase"," C00004 +  C00080 +  C00891 <=>  C00003 +  C00892"," NADH +  H+ +  Pregnan-21-al <=>  NAD+ +  Pregnan-21-ol",,VERDADEIRO,"20,4"
"R03044","None"," C00006 +  C00892 <=>  C00005 +  C00080 +  C00891"," NADP+ +  Pregnan-21-ol <=>  NADPH +  H+ +  Pregnan-21-al",,VERDADEIRO,"-18,8"
"R03045","3-Hydroxypropionyl-CoA hydro-lyase"," C00001 +  C00894 <=>  C05668"," H2O +  Propenoyl-CoA <=>  3-Hydroxypropionyl-CoA",,VERDADEIRO,"2,4"
"R03046","beta-alanyl-CoA ammonia-lyase (acryloyl-CoA-forming)"," C00014 +  C00894 <=>  C02335"," Ammonia +  Propenoyl-CoA <=>  beta-Alanyl-CoA",,VERDADEIRO,"14,2"
"R03048","11-cis-retinol:NAD+ oxidoreductase"," C00004 +  C00080 +  C02110 <=>  C00003 +  C00899"," NADH +  H+ +  11-cis-Retinal <=>  NAD+ +  11-cis-Retinol",,VERDADEIRO,"20,4"
"R03049","11-cis-Retinyl-palmitate acylhydrolase"," C00249 +  C00899 <=>  C00001 +  C03455"," Hexadecanoic acid +  11-cis-Retinol <=>  H2O +  11-cis-Retinyl palmitate",,VERDADEIRO,"-8,3"
"R03050","2-Acetolactate pyruvate-lyase (carboxylating)"," C00022 +  C05125 <=>  C00068 +  C00900"," Pyruvate +  2-(alpha-Hydroxyethyl)thiamine diphosphate <=>  Thiamin diphosphate +  2-Acetolactate",,VERDADEIRO,"-7,4"
"R03051","2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"," C00006 +  C04039 <=>  C00005 +  C00080 +  C00900"," NADP+ +  2,3-Dihydroxy-3-methylbutanoate <=>  NADPH +  H+ +  2-Acetolactate",,VERDADEIRO,"-16,1"
"R03052","2-Acetolactate methylmutase"," C04181 <=>  C00900"," 3-Hydroxy-3-methyl-2-oxobutanoic acid <=>  2-Acetolactate",,VERDADEIRO,0
"R03053","L-2-Aminohexanoate:2-oxoglutarate aminotransferase"," C00025 +  C00902 <=>  C00026 +  C01933"," L-Glutamate +  2-Oxohexanoic acid <=>  2-Oxoglutarate +  L-Norleucine",,VERDADEIRO,"1,2"
"R03054","cinnamyl-alcohol:NADP+ oxidoreductase"," C00006 +  C02394 <=>  C00005 +  C00080 +  C00903"," NADP+ +  Cinnamyl alcohol <=>  NADPH +  H+ +  Cinnamaldehyde",,VERDADEIRO,"-18,8"
"R03055","5,6-Dihydrothymine amidohydrolase"," C05100 <=>  C00001 +  C00906"," 3-Ureidoisobutyrate <=>  H2O +  5,6-Dihydrothymine",,VERDADEIRO,-5
"R03056","Acetyl-CoA:gentamicin-C1a N2'-acetyltransferase"," C00010 +  C03524 <=>  C00024 +  C00908"," CoA +  N2'-Acetylgentamicin C1a <=>  Acetyl-CoA +  Gentamicin C1a",,VERDADEIRO,"-16,9"
"R03057","(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase"," C02165 <=>  C00001 +  C00909"," Leukotriene B4 <=>  H2O +  Leukotriene A4",,VERDADEIRO,"28,9"
"R03058","arachidonate:oxygen 5-oxidoreductase"," C00001 +  C00909 <=>  C05356"," H2O +  Leukotriene A4 <=>  5(S)-HPETE",,VERDADEIRO,"NaN"
"R03059","(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate:glutathione leukotriene-transferase (epoxide-ring-opening)"," C02166 <=>  C00051 +  C00909"," Leukotriene C4 <=>  Glutathione +  Leukotriene A4",,VERDADEIRO,"0,1"
"R03062","Cephalosporin-C acetylhdrolase"," C00033 +  C03112 <=>  C00001 +  C00916"," Acetate +  Deacetylcephalosporin C <=>  H2O +  Cephalosporin C",,VERDADEIRO,"-8,3"
"R03063","cephalosporin-C:2-oxoglutarate aminotransferase"," C00217 +  C04712 <=>  C00026 +  C00916"," D-Glutamate +  (7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate <=>  2-Oxoglutarate +  Cephalosporin C",,VERDADEIRO,0
"R03064","acetyl-CoA:deacetylcephalosporin-C O-acetyltransferase"," C00024 +  C03112 <=>  C00010 +  C00916"," Acetyl-CoA +  Deacetylcephalosporin C <=>  CoA +  Cephalosporin C",,VERDADEIRO,"18,8"
"R03065","Acetyl-CoA:chloramphenicol O3-acetyltransferase"," C00010 +  C03601 <=>  C00024 +  C00918"," CoA +  Chloramphenicol 3-acetate <=>  Acetyl-CoA +  Chloramphenicol",,VERDADEIRO,"-18,6"
"R03066","2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"," C00001 +  C00921 <=>  C00568 +  C01300"," H2O +  Dihydropteroate <=>  4-Aminobenzoate +  2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine",,VERDADEIRO,"-8,3"
"R03067","2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"," C00013 +  C00921 <=>  C00568 +  C04807"," Diphosphate +  Dihydropteroate <=>  4-Aminobenzoate +  2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine",,VERDADEIRO,"-30,8"
"R03069","(2R,3S)-2,3-dimethylmalate hydro-lyase (dimethylmaleate-forming)"," C03652 <=>  C00001 +  C00922"," (2R,3S)-2,3-Dimethylmalate <=>  H2O +  2,3-Dimethylmaleate",,VERDADEIRO,"-1,5"
"R03070","Methylitaconate delta2-delta3-isomerase"," C00922 <=>  C02295"," 2,3-Dimethylmaleate <=>  Methylitaconate",,VERDADEIRO,-13
"R03072","S-Adenosyl-L-methionine:nocardicin-E 3-amino-3-carboxypropyltransferase"," C00170 +  C00927 <=>  C00019 +  C01739"," 5'-Methylthioadenosine +  Isonocardicin A <=>  S-Adenosyl-L-methionine +  Nocardicin E",,VERDADEIRO,"NaN"
"R03073","Isonocardicin A epimerase"," C01941 <=>  C00927"," Nocardicin A <=>  Isonocardicin A",,VERDADEIRO,0
"R03075","1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucose:choline 1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)transferase"," C00114 +  C01175 <=>  C00031 +  C00933"," Choline +  1-O-Sinapoyl-beta-D-glucose <=>  D-Glucose +  Sinapine",,VERDADEIRO,"7,8"
"R03077","UTP:beta-L-arabinose-1-phosphate uridylyltransferase"," C00013 +  C00935 <=>  C00075 +  C03906"," Diphosphate +  UDP-L-arabinose <=>  UTP +  beta-L-Arabinose 1-phosphate",,VERDADEIRO,"0,5"
"R03080","(R)-Propane-1,2-diol:NAD+ oxidoreductase"," C00004 +  C00080 +  C00937 <=>  C00003 +  C02912"," NADH +  H+ +  (R)-Lactaldehyde <=>  NAD+ +  (R)-Propane-1,2-diol",,VERDADEIRO,"20,4"
"R03081","2-Dehydro-3-deoxy-D-fuconate glycolaldehyde"," C00022 +  C00937 <=>  C06159"," Pyruvate +  (R)-Lactaldehyde <=>  2-Dehydro-3-deoxy-D-fuconate",,VERDADEIRO,"9,2"
"R03082","(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)"," C00004 +  C00080 +  C03451 <=>  C00003 +  C00051 +  C00937"," NADH +  H+ +  (R)-S-Lactoylglutathione <=>  NAD+ +  Glutathione +  (R)-Lactaldehyde",,VERDADEIRO,"-18,1"
"R03083","2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)"," C00009 +  C00944 <=>  C04691"," Orthophosphate +  3-Dehydroquinate <=>  2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",,VERDADEIRO,"-50,3"
"R03084","3-Dehydroquinate hydro-lyase"," C00001 +  C02637 <=>  C00944"," H2O +  3-Dehydroshikimate <=>  3-Dehydroquinate",,VERDADEIRO,"-31,9"
"R03088","None"," C00004 +  C00007 +  C00080 +  C00951 =>  C00001 +  C00003 +  C05301"," NADH +  Oxygen +  H+ +  Estradiol-17beta =>  H2O +  NAD+ +  2-Hydroxyestradiol",,FALSO,"-395,2"
"R03089","None"," C00005 +  C00007 +  C00080 +  C00951 =>  C00001 +  C00006 +  C05141"," NADPH +  Oxygen +  H+ +  Estradiol-17beta =>  H2O +  NADP+ +  Estriol",,FALSO,"-401,6"
"R03090","None"," C00005 +  C00007 +  C00080 +  C00951 =>  C00001 +  C00006 +  C05301"," NADPH +  Oxygen +  H+ +  Estradiol-17beta =>  H2O +  NADP+ +  2-Hydroxyestradiol",,FALSO,"-393,5"
"R03091","UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)"," C00015 +  C05503 <=>  C00167 +  C00951"," UDP +  Estradiol-17beta 3-glucuronide <=>  UDP-glucuronate +  Estradiol-17beta",,VERDADEIRO,"-30,4"
"R03092","None"," C00007 +  C00954 =>  C00011 +  C05834"," Oxygen +  Indole-3-acetate =>  CO2 +  3-Methyldioxyindole",,FALSO,"-323,7"
"R03093","3-Indoleacetonitrile aminohydrolase"," C00014 +  C00954 <=> 2 C00001 +  C02938"," Ammonia +  Indole-3-acetate <=> 2 H2O +  3-Indoleacetonitrile",,VERDADEIRO,"NaN"
"R03094","UDPglucose:indole-3-acetate beta-D-glucosyltransferase"," C00015 +  C04197 <=>  C00029 +  C00954"," UDP +  Indole-3-acetyl-beta-1-D-glucoside <=>  UDP-glucose +  Indole-3-acetate",,VERDADEIRO,-13
"R03095","Indoleacetate:L-lysine ligase (ADP-forming)"," C00008 +  C00009 +  C04211 <=>  C00002 +  C00047 +  C00954"," ADP +  Orthophosphate +  N(6)-[(Indol-3-yl)acetyl]-L-lysine <=>  ATP +  L-Lysine +  Indole-3-acetate",,VERDADEIRO,"-22,9"
"R03096","Indole-3-acetamide amidohydrolase"," C00014 +  C00954 <=>  C00001 +  C02693"," Ammonia +  Indole-3-acetate <=>  H2O +  (Indol-3-yl)acetamide",,VERDADEIRO,"-25,6"
"R03097","None"," C00007 +  C00954 =>  C05835"," Oxygen +  Indole-3-acetate =>  2-Formaminobenzoylacetate",,FALSO,"-268,6"
"R03098","L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase;"," C00013 +  C05560 <=>  C00002 +  C00956"," Diphosphate +  L-2-Aminoadipate adenylate <=>  ATP +  L-2-Aminoadipate",,VERDADEIRO,"NaN"
"R03102","L-2-Aminoadipate-6-semialdehyde:NAD+ 6-oxidoreductase"," C00004 +  C00080 +  C00956 <=>  C00001 +  C00003 +  C04076"," NADH +  H+ +  L-2-Aminoadipate <=>  H2O +  NAD+ +  L-2-Aminoadipate 6-semialdehyde",,VERDADEIRO,"-45,2"
"R03103","L-2-Aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase"," C00005 +  C00080 +  C00956 <=>  C00001 +  C00006 +  C04076"," NADPH +  H+ +  L-2-Aminoadipate <=>  H2O +  NADP+ +  L-2-Aminoadipate 6-semialdehyde",,VERDADEIRO,"-46,8"
"R03104","3-Mercaptolactate:NAD+ oxidoreductase"," C00004 +  C00080 +  C00957 <=>  C00003 +  C05823"," NADH +  H+ +  Mercaptopyruvate <=>  NAD+ +  3-Mercaptolactate",,VERDADEIRO,"17,7"
"R03105","3-Mercaptopyruvate:cyanide sulfurtransferase"," C00022 +  C00320 <=>  C00094 +  C00957"," Pyruvate +  Thiosulfate <=>  Sulfite +  Mercaptopyruvate",,VERDADEIRO,"NaN"
"R03106","3-mercaptopyruvate:cyanide sulfurtransferase"," C00022 +  C01755 <=>  C00957 +  C01326"," Pyruvate +  Thiocyanate <=>  Mercaptopyruvate +  Hydrogen cyanide",,VERDADEIRO,"-88,1"
"R03111","S-adenosyl-L-methionine:sterigmatocystin 8-O-methyltransferase"," C00021 +  C03686 <=>  C00019 +  C00961"," S-Adenosyl-L-homocysteine +  O-Methylsterigmatocystin <=>  S-Adenosyl-L-methionine +  Sterigmatocystin",,VERDADEIRO,"NaN"
"R03112","S-Adenosyl-L-methionine:6-demethylsterigmatocystin 6-O-methyltransferase"," C00021 +  C00961 <=>  C00019 +  C03683"," S-Adenosyl-L-homocysteine +  Sterigmatocystin <=>  S-Adenosyl-L-methionine +  6-Demethylsterigmatocystin",,VERDADEIRO,"NaN"
"R03114","(-)-trans-Carveol:NADP+ oxidoreductase"," C00005 +  C00080 +  C01767 <=>  C00006 +  C00964"," NADPH +  H+ +  (-)-Carvone <=>  NADP+ +  (-)-trans-Carveol",,VERDADEIRO,"12,8"
"R03119","propane-1,3-diol:NAD+ 1-oxidoreductase"," C00004 +  C00080 +  C00969 <=>  C00003 +  C02457"," NADH +  H+ +  3-Hydroxypropanal <=>  NAD+ +  Propane-1,3-diol",,VERDADEIRO,"20,4"
"R03123","cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase"," C00005 +  C00080 +  C00974 <=>  C00006 +  C03648"," NADPH +  H+ +  Dihydrokaempferol <=>  NADP+ +  cis-3,4-Leucopelargonidin",,VERDADEIRO,"12,3"
"R03124","dihydrokaempferol,NADPH:oxygen oxidoreductase (3'-hydroxylating)"," C00005 +  C00007 +  C00080 +  C00974 =>  C00001 +  C00006 +  C01617"," NADPH +  Oxygen +  H+ +  Dihydrokaempferol =>  H2O +  NADP+ +  Taxifolin",,FALSO,-393
"R03126","dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase"," C00007 +  C00026 +  C00974 =>  C00001 +  C00011 +  C00042 +  C05903"," Oxygen +  2-Oxoglutarate +  Dihydrokaempferol =>  H2O +  CO2 +  Succinate +  Kaempferol",,FALSO,"NaN"
"R03127","Dihydroxyfumarate carboxy-lyase"," C00011 +  C01146 <=>  C00975"," CO2 +  2-Hydroxy-3-oxopropanoate <=>  Dihydroxyfumarate",,VERDADEIRO,"-7,7"
"R03128","None"," C03459 <=>  C00975"," 2-Hydroxy-3-oxosuccinate <=>  Dihydroxyfumarate",,VERDADEIRO,0
"R03130","S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase"," C00021 +  C01598 <=>  C00019 +  C00978"," S-Adenosyl-L-homocysteine +  Melatonin <=>  S-Adenosyl-L-methionine +  N-Acetylserotonin",,VERDADEIRO,"NaN"
"R03131","O3-acetyl-L-serine:uracil 1-(2-amino-2-carboxyethyl)transferase"," C00033 +  C03584 <=>  C00106 +  C00979"," Acetate +  3-(Uracil-1-yl)-L-alanine <=>  Uracil +  O-Acetyl-L-serine",,VERDADEIRO,"-7,8"
"R03132","O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)"," C00033 +  C05824 <=>  C00320 +  C00979"," Acetate +  S-Sulfo-L-cysteine <=>  Thiosulfate +  O-Acetyl-L-serine",,VERDADEIRO,"NaN"
"R03133","O-Acetyl-L-serine acetate-lyase (adding N6-substituted adenine)"," C00033 +  C01513 <=>  C00371 +  C00979"," Acetate +  Lupinate <=>  Zeatin +  O-Acetyl-L-serine",,VERDADEIRO,"-7,7"
"R03134","O3-acetyl-L-serine:pyrazole 1-(2-amino-2-carboxyethyl)transferase"," C00033 +  C01162 <=>  C00481 +  C00979"," Acetate +  3-(Pyrazol-1-yl)-L-alanine <=>  Pyrazole +  O-Acetyl-L-serine",,VERDADEIRO,"-7,7"
"R03138","3'-Phosphoadenylylsulfate:Renilla luciferin sulfotransferase"," C00054 +  C02555 <=>  C00053 +  C00982"," Adenosine 3',5'-bisphosphate +  Luciferyl sulfate <=>  3'-Phosphoadenylyl sulfate +  Renilla luciferin",,VERDADEIRO,"NaN"
"R03139","primary-amine oxidase"," C00001 +  C00007 +  C00986 =>  C00014 +  C00027 +  C05665"," H2O +  Oxygen +  1,3-Diaminopropane =>  Ammonia +  Hydrogen peroxide +  3-Aminopropanal",,FALSO,"-91,6"
"R03140","D-Ribulose 1,5-bisphosphate oxygenase"," C00007 +  C01182 =>  C00197 +  C00988"," Oxygen +  D-Ribulose 1,5-bisphosphate =>  3-Phospho-D-glycerate +  2-Phosphoglycolate",,FALSO,"-520,8"
"R03148","phosphoramidate:hexose 1-phosphotransferase"," C00014 +  C01171 <=>  C00738 +  C02306"," Ammonia +  alpha-D-Hexose 1-phosphate <=>  D-Hexose +  Phosphoramidate",,VERDADEIRO,"143,1"
