"Network generated with CoA and NTP coupled reactions replaced with Pantetheine and Pyrophosphate (respectively), and unbalanced FAD/NAD(P)-dependent half reactions included",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Delta G cutoff [kJ/mol]",,,,,,,,,,,
"C08733","Ammeline",1,1,1,1,1,0,0,0,0,0,0,0
"C08734","Ammelide",1,1,1,1,1,0,0,0,0,0,0,0
"C08737","Melamine",1,1,1,1,1,0,0,0,0,0,0,0
"C09094","Geranylgeraniol",1,1,1,1,1,1,1,1,1,1,1,0
"C09099","Naringenin 7-O-beta-D-glucoside",1,0,0,0,0,0,0,0,0,0,0,0
"C09126","Genistein 7-O-beta-D-glucoside",1,0,0,0,0,0,0,0,0,0,0,0
"C09183","Sclareol",1,1,1,1,1,1,1,1,1,1,1,0
"C09306","Sulfur dioxide",1,1,1,1,1,1,1,1,1,1,1,1
"C09332","THF-L-glutamate",1,1,1,1,1,1,0,0,0,0,0,0
"C09629","beta-Caryophyllene",1,1,1,1,1,1,1,1,1,1,1,0
"C09639","alpha-Copaene",1,1,1,1,1,1,1,1,1,1,1,0
"C09648","beta-Cubebene",1,1,1,1,1,1,1,1,1,1,1,0
"C09663","alpha-Eudesmol",1,1,1,1,1,1,1,1,1,1,1,0
"C09664","beta-Eudesmol",1,1,1,1,1,1,1,1,1,1,1,0
"C09665","alpha-Farnesene",1,1,1,1,1,1,1,1,1,1,1,0
"C09666","beta-Farnesene",1,1,1,1,1,1,1,1,1,1,1,0
"C09672","Germacrene B",1,1,1,1,1,1,1,1,1,1,1,0
"C09684","Humulene",1,1,1,1,1,1,1,1,1,1,1,0
"C09699","Longifolene",1,1,1,1,1,1,1,1,1,1,1,0
"C09704","Nerolidol",1,1,1,1,1,1,1,1,1,1,1,0
"C09718","beta-Santalene",1,1,1,1,1,1,1,1,1,1,1,0
"C09723","beta-Selinene",1,1,1,1,1,1,1,1,1,1,1,0
"C09750","Zingiberene",1,1,1,1,1,1,1,1,1,1,1,0
"C09756","Homoeriodictyol",1,0,0,0,0,0,0,0,0,0,0,0
"C09762","Liquiritigenin",1,0,0,0,0,0,0,0,0,0,0,0
"C09789","Naringin",1,0,0,0,0,0,0,0,0,0,0,0
"C09809","Cyclohex-2,5-diene-1-carboxyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09810","Cyclohex-1,4-diene-1-carboxyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09811","Cyclohex-1-ene-1-carboxyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09812","2-Hydroxycyclohexane-1-carboxyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09813","2-Ketocyclohexane-1-carboxyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09814","Benzonitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C09815","Benzamide",1,1,1,1,1,1,1,1,1,1,1,1
"C09818","E-Phenylitaconyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C09819","(Hydroxymethylphenyl)succinyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C09820","Benzoylsuccinyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C09821","6-Oxocyclohex-1-ene-1-carbonyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09824","2,6-Dihydroxycyclohexane-1-carboxyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09825","2-Hydroxy-6-oxocyclohexane-1-carbonyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C09827","Pinocembrin",1,0,0,0,0,0,0,0,0,0,0,0
"C09833","Sakuranetin",1,0,0,0,0,0,0,0,0,0,0,0
"C09839","Car-3-ene",1,1,1,1,1,1,1,1,1,1,1,0
"C09844","1,8-Cineole",1,1,1,1,1,1,1,1,1,1,1,0
"C09847","cis-Citral",1,1,1,1,1,1,1,1,1,1,1,0
"C09871","Nerol",1,0,0,0,0,0,0,0,0,0,0,0
"C09873","(E)-beta-Ocimene",1,1,1,1,1,1,1,1,1,1,1,0
"C09898","alpha-Terpinene",1,1,1,1,1,1,1,1,1,1,1,0
"C09900","gamma-Terpinene",1,1,1,1,1,1,1,1,1,1,1,0
"C09902","(R)-(+)-alpha-Terpineol",1,1,1,1,1,1,1,1,1,1,1,0
"C10200","Anhydroglycinol",1,0,0,0,0,0,0,0,0,0,0,0
"C10208","Daidzein",1,0,0,0,0,0,0,0,0,0,0,0
"C10216","Daidzin",1,0,0,0,0,0,0,0,0,0,0,0
"C10287","Pterostilbene",1,1,1,1,1,1,1,1,1,1,1,1
"C10428","Anethole",1,0,0,0,0,0,0,0,0,0,0,0
"C10434","5-O-Caffeoylshikimic acid",1,1,1,1,1,0,0,0,0,0,0,0
"C10443","Curcumin",1,1,1,1,1,0,0,0,0,0,0,0
"C10452","Estragole",1,0,0,0,0,0,0,0,0,0,0,0
"C10453","Eugenol",1,0,0,0,0,0,0,0,0,0,0,0
"C10454","Methyleugenol",1,0,0,0,0,0,0,0,0,0,0,0
"C10462","[6]-Gingerol",1,1,1,1,1,0,0,0,0,0,0,0
"C10469","Isoeugenol",1,0,0,0,0,0,0,0,0,0,0,0
"C10478","Methylisoeugenol",1,0,0,0,0,0,0,0,0,0,0,0
"C10497","Feruloylputrescine",1,1,1,1,1,0,0,0,0,0,0,0
"C10509","Ononin",1,0,0,0,0,0,0,0,0,0,0,0
"C10517","2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C10521","Prunetin",1,0,0,0,0,0,0,0,0,0,0,0
"C10772","Lupanine",1,1,1,1,1,1,1,1,1,1,1,1
"C10906","D-Fructose",1,0,0,0,0,0,0,0,0,0,0,0
"C10945","Caffeic aldehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C11038","2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C11039","2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C11062","4-Hydroxybutyryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C11174","1-Diphosinositol pentakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C11338","Bornyl acetate",1,1,1,1,1,1,1,1,1,1,1,0
"C11348","(S)-1-Phenylethanol",1,1,1,1,1,1,1,1,0,0,0,0
"C11351","N1-Amidinostreptamine 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C11354","2-Hydroxy-cis-hex-2,4-dienoate",1,1,1,1,1,1,1,1,1,1,1,1
"C11355","4-Amino-4-deoxychorismate",1,1,1,1,1,1,1,1,1,1,1,1
"C11356","trans,trans,cis-Geranylgeranyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C11382","(+)-3-Carene",1,1,1,1,1,1,1,1,1,1,1,0
"C11387","(1S,4R)-(+)-Fenchone",1,1,1,1,1,1,1,1,1,1,1,0
"C11388","(-)-Linalool",1,1,1,1,1,1,1,1,1,1,1,0
"C11389","(+)-Linalool",1,1,1,1,1,1,1,1,1,1,1,0
"C11393","(-)-alpha-Terpineol",1,1,1,1,1,1,1,1,1,1,1,0
"C11434","2-C-Methyl-D-erythritol 4-phosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C11435","4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol",1,0,0,0,0,0,0,0,0,0,0,0
"C11436","2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol",1,0,0,0,0,0,0,0,0,0,0,0
"C11437","1-Deoxy-D-xylulose 5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C11453","2-C-Methyl-D-erythritol 2,4-cyclodiphosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C11460","dTDP-4-oxo-5-C-methyl-L-rhamnose",1,1,1,1,1,1,0,0,0,0,0,0
"C11472","D-glycero-beta-D-manno-Heptose 1,7-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C11481","HSO3-",1,1,1,1,1,1,1,1,1,1,1,1
"C11499","(S)-3-Sulfolactate",1,1,1,1,1,1,1,1,1,1,1,1
"C11511","threo-3-Hydroxy-L-aspartate",1,1,1,1,1,1,1,0,0,0,0,0
"C11514","(E)-3-(Methoxycarbonyl)pent-2-enedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C11515","(E)-2-(Methoxycarbonylmethyl)butenedioate",1,1,1,1,1,1,1,1,1,1,1,1
"C11516","2-(alpha-D-Mannosyl)-3-phosphoglycerate",1,1,1,1,1,1,0,0,0,0,0,0
"C11521","UDP-6-sulfoquinovose",1,1,1,1,1,1,1,1,1,1,0,0
"C11526","5-PP-InsP5",1,1,1,1,1,1,1,1,1,1,0,0
"C11536","(2R)-O-Phospho-3-sulfolactate",1,1,1,1,1,1,1,1,1,1,1,1
"C11537","(2R)-3-Sulfolactate",1,1,1,1,1,1,1,1,1,1,1,1
"C11544","2(alpha-D-Mannosyl)-D-glycerate",1,1,1,1,1,1,0,0,0,0,0,0
"C11546","2-(beta-D-Glucosyl)-sn-glycerol",1,1,1,1,1,1,1,1,1,1,1,1
"C11555","1D-myo-Inositol 1,4,5,6-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C11638","3-Amino-2-oxopropyl phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C11811","1-Hydroxy-2-methyl-2-butenyl 4-diphosphate",1,1,0,0,0,0,0,0,0,0,0,0
"C11821","5-Hydroxyisourate",1,1,1,1,1,1,1,1,1,1,1,1
"C11822","2-Aminomalonate semialdehyde",1,0,0,0,0,0,0,0,0,0,0,0
"C11838","(4S)-4,5-Dihydroxypentan-2,3-dione",1,1,1,1,1,1,1,1,1,1,1,1
"C11877","(+)-Sandaracopimaradiene",1,1,1,1,1,1,1,1,1,1,1,0
"C11878","(-)-Abietadiene",1,1,1,1,1,1,1,1,1,1,1,0
"C11879","Levopimaradiene",1,1,1,1,1,1,1,1,1,1,1,0
"C11880","Neoabietadiene",1,1,1,1,1,1,1,1,1,1,1,0
"C11881","Palustradiene",1,1,1,1,1,1,1,1,1,1,1,0
"C11890","Aphidicolan-16beta-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C11894","Taxa-4(5),11(12)-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C11901","Copalyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C11902","9alpha-Copalyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C11907","dTDP-4-oxo-6-deoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C11908","3,6-Dideoxy-3-oxo-dTDP-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C11912","dTDP-6-deoxy-D-allose",1,1,1,1,1,1,0,0,0,0,0,0
"C11915","dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C11916","dTDP-L-mycarose",1,0,0,0,0,0,0,0,0,0,0,0
"C11920","dTDP-L-olivose",1,0,0,0,0,0,0,0,0,0,0,0
"C11921","dTDP-L-oleandrose",1,0,0,0,0,0,0,0,0,0,0,0
"C11922","dTDP-4-oxo-2,6-dideoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C11923","dTDP-D-olivose",1,1,1,1,1,1,0,0,0,0,0,0
"C11925","dTDP-3-amino-3,6-dideoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C11926","dTDP-4-oxo-6-deoxy-D-allose",1,1,1,1,1,1,0,0,0,0,0,0
"C11927","dTDP-4-oxo-2,6-dideoxy-L-mannose",1,1,1,1,1,1,0,0,0,0,0,0
"C11928","dTDP-4-oxo-2,6-dideoxy-D-allose",1,1,1,1,1,1,0,0,0,0,0,0
"C11930","dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose",1,1,1,1,1,1,0,0,0,0,0,0
"C11931","dTDP-2,6-dideoxy-L-glycero-hex-2-enos-4-ulose",1,1,1,1,1,1,0,0,0,0,0,0
"C11932","dTDP-2,6-dideoxy-L-erythro-hexos-3-ulose",1,1,1,1,1,1,0,0,0,0,0,0
"C11933","dTDP-D-mycaminose",1,1,1,1,1,1,0,0,0,0,0,0
"C11953","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone",1,0,0,0,0,0,0,0,0,0,0,0
"C11961","6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone",1,0,0,0,0,0,0,0,0,0,0,0
"C11989","8,8a-Deoxyoleandolide",1,0,0,0,0,0,0,0,0,0,0,0
"C11993","10-Deoxymethynolide",1,0,0,0,0,0,0,0,0,0,0,0
"C11997","Narbonolide",1,0,0,0,0,0,0,0,0,0,0,0
"C12000","Tylactone",1,0,0,0,0,0,0,0,0,0,0,0
"C12001","5-O-beta-D-Mycaminosyltylactone",1,0,0,0,0,0,0,0,0,0,0,0
"C12088","4-Hydroxycinnamoylmethane",1,1,1,1,1,1,1,1,1,1,1,1
"C12092","N-Methylanthraniloyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C12093","1,3-Dihydroxy-N-methylacridone",1,0,0,0,0,0,0,0,0,0,0,0
"C12106","AminoDAHP",1,1,1,1,1,1,1,1,1,1,1,1
"C12107","3-Amino-5-hydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C12108","5-Amino-5-deoxy-3-dehydroshikimate",1,1,1,1,1,1,1,1,1,1,1,1
"C12109","AminoDHQ",1,1,1,1,1,1,1,1,1,1,1,1
"C12115","3-Amino-4-hydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C12123","7,4'-Dihydroxyflavone",1,0,0,0,0,0,0,0,0,0,0,0
"C12124","Apiforol",1,0,0,0,0,0,0,0,0,0,0,0
"C12125","Isoformononetin",1,0,0,0,0,0,0,0,0,0,0,0
"C12142","Vetispiradiene",1,1,1,1,1,1,1,1,1,1,1,0
"C12147","L-Threonine O-3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C12206","Caffeyl alcohol",1,0,0,0,0,0,0,0,0,0,0,0
"C12208","p-Coumaroyl quinic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C12210","UDP-3-ketoglucose",1,1,1,1,1,1,1,1,1,1,0,0
"C12211","UDP-kanosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C12212","Kanosamine",1,1,1,1,1,1,1,1,1,1,1,1
"C12213","Kanosamine 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C12214","Aminofructose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C12215","Iminoerythrose 4-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C12248","5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C12270","N-Acetylaspartylglutamate",1,1,1,1,1,1,1,1,1,1,1,1
"C12299","Cinnamyl acetate",1,0,0,0,0,0,0,0,0,0,0,0
"C12305","Methyl salicylate",1,1,1,1,1,1,1,1,1,1,1,1
"C12313","cis-1,2-Cyclohexanediol",1,0,0,0,0,0,0,0,0,0,0,0
"C12317","D-Allothreonine",1,1,1,1,1,1,1,1,1,1,1,1
"C12318","dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose",1,1,1,1,1,1,0,0,0,0,0,0
"C12319","dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose",1,1,1,1,1,1,0,0,0,0,0,0
"C12320","dTDP-L-4-oxovancosamine",1,1,1,1,1,1,0,0,0,0,0,0
"C12321","dTDP-L-epivancosamine",1,0,0,0,0,0,0,0,0,0,0,0
"C12322","dTDP-L-vancosamine",1,1,1,1,1,1,0,0,0,0,0,0
"C12323","L-4-Hydroxyphenylglycine",1,1,1,1,1,0,0,0,0,0,0,0
"C12324","3,5-Dihydroxyphenylacetyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C12456","3-Dimethylallyl-4-hydroxyphenylpyruvate",1,1,1,1,1,1,1,1,1,1,1,0
"C12481","dTDP-5-dimethyl-L-lyxose",1,1,1,1,1,1,0,0,0,0,0,0
"C12537","Benzyl benzoate",1,1,1,1,1,1,1,1,0,0,0,0
"C12624","2-Hydroxy-6-ketononatrienedioate",1,1,1,0,0,0,0,0,0,0,0,0
"C12625","Biochanin A 7-O-(6-O-malonyl-beta-D-glucoside)",1,0,0,0,0,0,0,0,0,0,0,0
"C12631","2-Hydroxy-2,3-dihydrogenistein",1,0,0,0,0,0,0,0,0,0,0,0
"C12838","trans-4-Carboxymethylenebut-2-en-4-olide",1,0,0,0,0,0,0,0,0,0,0,0
"C13050","Cyclic ADP-ribose",1,1,1,1,1,1,1,1,1,1,1,1
"C13051","Nicotinic acid adenine dinucleotide phosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C13309","2-Phytyl-1,4-naphthoquinone",1,0,0,0,0,0,0,0,0,0,0,0
"C13425","3-Hexaprenyl-4-hydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,0
"C13482","Phosphodimethylethanolamine",1,1,1,1,1,1,1,1,0,0,0,0
"C13747","1,7-Dimethylxanthine",1,1,1,1,1,1,0,0,0,0,0,0
"C13952","UDP-N-acetyl-D-galactosaminuronic acid",1,1,1,1,1,1,1,1,1,1,0,0
"C14097","2-Hydroxyisophthalic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C14143","Adipyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C14144","5-Carboxy-2-pentenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C14145","(3S)-3-Hydroxyadipyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C14179","Sulfoacetate",1,1,1,1,1,1,1,1,1,1,1,1
"C14180","S-(Hydroxymethyl)glutathione",1,0,0,0,0,0,0,0,0,0,0,0
"C14463","(R)-3-Hydroxy-3-methyl-2-oxopentanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C14610","(S)-5-Oxo-2,5-dihydrofuran-2-acetate",1,1,1,0,0,0,0,0,0,0,0,0
"C14830","GDP-4-keto-6-L-deoxygalactose",1,1,1,1,1,1,0,0,0,0,0,0
"C14899","3-Dehydro-L-gulonate 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C15485","2'-Deoxymugineic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C15486","3''-Deamino-3''-oxonicotianamine",1,1,1,1,1,1,1,1,1,1,1,1
"C15513","Benzyl acetate",1,1,1,1,1,1,1,1,0,0,0,0
"C15522","4a-Hydroxytetrahydrobiopterin",1,0,0,0,0,0,0,0,0,0,0,0
"C15524","Phenylglyoxylyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C15525","Eriodictyol chalcone",1,1,1,1,1,0,0,0,0,0,0,0
"C15527","Precorrin 1",1,1,1,1,1,1,1,1,1,1,1,0
"C15531","2'-O-Methylisoliquiritigenin",1,0,0,0,0,0,0,0,0,0,0,0
"C15532","N-Acetyl-L-citrulline",1,1,1,1,1,1,1,1,1,1,1,1
"C15536","Dihydromonacolin L",1,0,0,0,0,0,0,0,0,0,0,0
"C15542","D-Mannosyl-1-phosphoundecaprenol",1,1,1,1,1,1,0,0,0,0,0,0
"C15547","1,4-Dihydroxy-2-naphthoyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C15548","2-alpha-D-Glucosyl-D-glucose",1,1,1,1,1,1,1,1,1,1,1,1
"C15556","L-3,4-Dihydroxybutan-2-one 4-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C15563","2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",1,1,0,0,0,0,0,0,0,0,0,0
"C15567","2,7,4'-Trihydroxyisoflavanone",1,0,0,0,0,0,0,0,0,0,0,0
"C15606","1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",1,1,1,1,1,1,1,1,1,1,1,1
"C15607","3-Oxo-3-ureidopropanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C15650","2,3-Diketo-5-methylthiopentyl-1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C15651","2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C15667","5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole",1,1,1,1,1,1,1,1,1,1,1,1
"C15668","1-Pyrroline",1,1,1,1,1,1,1,1,1,1,1,1
"C15673","2-Dehydro-L-idonate",1,0,0,0,0,0,0,0,0,0,0,0
"C15699","gamma-L-Glutamylputrescine",1,1,1,1,1,1,1,1,1,1,1,1
"C15700","gamma-Glutamyl-gamma-aminobutyraldehyde",1,1,1,1,0,0,0,0,0,0,0,0
"C15767","4-(L-gamma-Glutamylamino)butanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C15809","Iminoglycine",1,1,1,1,1,1,1,1,1,1,1,1
"C15853","Dehydrospermidine",1,1,1,1,1,1,1,1,1,1,1,1
"C15857","9,9'-dicis-zeta-Carotene",1,1,1,1,1,1,1,1,1,1,1,0
"C15925","GDP-L-gulose",1,1,1,1,1,1,0,0,0,0,0,0
"C15926","beta-L-Galactose 1-phosphate",1,1,1,1,1,1,1,1,0,0,0,0
"C15930","L-Galactonate",1,1,1,1,1,1,1,1,1,1,1,1
"C15980","(S)-2-Methylbutanoyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C15990","1L-myo-Inositol 1,2,3,4,6-pentakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C15991","myo-Inositol pentakisphosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C15996","7-Cyano-7-carbaguanine",1,1,1,1,1,1,0,0,0,0,0,0
"C16028","Amorpha-4,11-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C16069","3-Sulfolactate",1,1,1,1,1,1,1,1,1,1,1,1
"C16071","Riboflavin cyclic-4',5'-phosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C16074","Phenylacetonitrile",1,1,1,1,1,1,1,1,1,1,1,1
"C16075","(Z)-Phenylacetaldehyde oxime",1,1,1,1,1,1,1,1,1,1,1,1
"C16141","(+)-Germacrene A",1,1,1,1,1,1,1,1,1,1,1,0
"C16142","(-)-Germacrene D",1,1,1,1,1,1,1,1,1,1,1,0
"C16143","(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C16144","4,4'-Diapophytoene",1,1,1,1,1,1,1,1,1,1,1,0
"C16145","4,4'-Diaponeurosporene",1,1,1,1,1,1,1,1,1,1,1,0
"C16153","UDP-L-Ara4N",1,1,1,1,1,1,1,1,1,1,0,0
"C16154","UDP-L-Ara4FN",1,1,1,1,1,1,0,0,0,0,0,0
"C16155","UDP-L-Ara4O",1,1,1,1,1,1,1,1,1,1,0,0
"C16156","Undecaprenyl phosphate alpha-L-Ara4FN",1,1,1,1,1,1,0,0,0,0,0,0
"C16157","Undecaprenyl phosphate alpha-L-Ara4N",1,1,1,1,1,1,0,0,0,0,0,0
"C16159","2-Formylglutarate",1,1,1,1,1,1,1,1,1,0,0,0
"C16186","L-Ascorbate 6-phosphate",1,1,1,1,1,1,1,1,0,0,0,0
"C16190","2,7-Dihydroxy-4'-methoxyisoflavanone",1,0,0,0,0,0,0,0,0,0,0,0
"C16191","Malonyldaidzin",1,0,0,0,0,0,0,0,0,0,0,0
"C16192","Malonylgenistin",1,0,0,0,0,0,0,0,0,0,0,0
"C16216","3-Oxostearoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16217","3-Hydroxyoctadecanoyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C16218","(2E)-Octadecenoyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C16222","Formononetin 7-O-glucoside-6''-O-malonate",1,0,0,0,0,0,0,0,0,0,0,0
"C16234","o-Nitrobenzoate",1,0,0,0,0,0,0,0,0,0,0,0
"C16235","o-Hydroxylaminobenzoate",1,1,1,1,1,1,1,1,1,1,1,1
"C16267","Cyclopropanecarboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C16268","Cyclopropanecarboxyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C16269","(+)-epi-Isozizaene",1,1,1,1,1,1,1,1,1,1,1,0
"C16272","3-Hydroxy-5-oxohexanoate",1,1,1,1,1,1,1,1,0,0,0,0
"C16273","3-Hydroxy-5-oxohexanoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16286","Geosmin",1,1,1,1,1,1,1,1,1,1,1,0
"C16352","7-Methylxanthosine",1,1,1,1,1,1,0,0,0,0,0,0
"C16353","7-Methylxanthine",1,1,1,1,1,1,0,0,0,0,0,0
"C16390","(S)-2-(Hydroxymethyl)glutarate",1,1,1,1,1,1,1,1,1,1,1,0
"C16404","Pinocembrin chalcone",1,1,1,1,1,1,1,1,1,1,1,0
"C16405","Homoeriodictyol chalcone",1,1,1,1,1,0,0,0,0,0,0,0
"C16406","Phlorizin chalcone",1,1,1,1,1,1,1,1,1,1,0,0
"C16407","2',4,4',6'-Tetrahydroxychalcone 4'-O-glucoside",1,1,1,1,1,1,1,1,1,1,0,0
"C16408","2',3,4,4',6'-Peptahydroxychalcone 4'-O-glucoside",1,1,1,1,1,0,0,0,0,0,0,0
"C16416","Desmethylxanthohumol",1,1,1,1,1,1,1,1,1,1,1,0
"C16423","Naringin chalcone",1,0,0,0,0,0,0,0,0,0,0,0
"C16424","Isopentenyladenosine-5'-triphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C16426","Isopentenyladenosine-5'-diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C16427","Isopentenyl adenosine",1,1,1,1,1,1,1,1,1,1,1,0
"C16461","Geranic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C16463","3',5'-Cyclic diGMP",1,1,1,1,1,1,0,0,0,0,0,0
"C16465","trans-Geranyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16466","7-Methyl-3-oxo-6-octenoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16468","(2E)-5-Methylhexa-2,4-dienoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16469","3-Hydroxy-5-methylhex-4-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16470","5-Methylhex-4-enoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16471","5-Methyl-3-oxo-4-hexenoyl-CoA",1,1,1,1,1,1,1,1,0,0,0,0
"C16488","Fructoselysine",1,1,1,1,1,1,1,1,1,1,1,1
"C16489","Fructoselysine 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C16516","Indolylmethylthiohydroximate",1,1,1,1,1,1,1,1,1,1,0,0
"C16517","Indolylmethyl-desulfoglucosinolate",1,1,1,1,1,1,1,1,1,1,0,0
"C16518","S-(Indolylmethylthiohydroximoyl)-L-cysteine",1,1,1,1,1,1,1,1,1,1,0,0
"C16519","2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1
"C16521","Isoprene",1,1,1,1,1,1,1,1,1,1,1,0
"C16562","Glutathionylspermine",1,0,0,0,0,0,0,0,0,0,0,0
"C16563","Bis(glutathionyl)spermine",1,0,0,0,0,0,0,0,0,0,0,0
"C16564","Bis(glutathionyl)spermine disulfide",1,0,0,0,0,0,0,0,0,0,0,0
"C16565","Aminopropylcadaverine",1,1,1,1,1,1,1,1,1,1,1,1
"C16566","Glutathionylaminopropylcadaverine",1,0,0,0,0,0,0,0,0,0,0,0
"C16567","Homotrypanothione",1,0,0,0,0,0,0,0,0,0,0,0
